epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
197443,WA,WASHINGTON,STATE,MEASLES,0,0
197444,WA,WASHINGTON,STATE,MEASLES,0,0
197445,WA,WASHINGTON,STATE,MEASLES,4,0.11
197446,WA,WASHINGTON,STATE,MEASLES,0,0
197447,WA,WASHINGTON,STATE,MEASLES,3,0.08
197448,WA,WASHINGTON,STATE,MEASLES,2,0.06
197449,WA,WASHINGTON,STATE,MEASLES,0,0
197450,WA,WASHINGTON,STATE,MEASLES,1,0.03
197451,WA,WASHINGTON,STATE,MEASLES,1,0.03
197452,WA,WASHINGTON,STATE,MEASLES,0,0
197501,WA,WASHINGTON,STATE,MEASLES,1,0.03
197502,WA,WASHINGTON,STATE,MEASLES,1,0.03
197503,WA,WASHINGTON,STATE,MEASLES,1,0.03
197504,WA,WASHINGTON,STATE,MEASLES,0,0
197505,WA,WASHINGTON,STATE,MEASLES,0,0
197506,WA,WASHINGTON,STATE,MEASLES,0,0
197507,WA,WASHINGTON,STATE,MEASLES,3,0.08
197508,WA,WASHINGTON,STATE,MEASLES,4,0.11
197509,WA,WASHINGTON,STATE,MEASLES,0,0
197510,WA,WASHINGTON,STATE,MEASLES,19,0.51
197511,WA,WASHINGTON,STATE,MEASLES,0,0
197512,WA,WASHINGTON,STATE,MEASLES,10,0.27
197513,WA,WASHINGTON,STATE,MEASLES,6,0.16
197514,WA,WASHINGTON,STATE,MEASLES,6,0.16
197515,WA,WASHINGTON,STATE,MEASLES,0,0
197516,WA,WASHINGTON,STATE,MEASLES,5,0.14
197517,WA,WASHINGTON,STATE,MEASLES,14,0.38
197518,WA,WASHINGTON,STATE,MEASLES,12,0.32
197519,WA,WASHINGTON,STATE,MEASLES,15,0.41
197520,WA,WASHINGTON,STATE,MEASLES,15,0.41
197521,WA,WASHINGTON,STATE,MEASLES,15,0.41
197522,WA,WASHINGTON,STATE,MEASLES,0,0
197523,WA,WASHINGTON,STATE,MEASLES,20,0.54
197524,WA,WASHINGTON,STATE,MEASLES,75,2.03
197525,WA,WASHINGTON,STATE,MEASLES,7,0.19
197526,WA,WASHINGTON,STATE,MEASLES,17,0.46
197527,WA,WASHINGTON,STATE,MEASLES,8,0.22
197528,WA,WASHINGTON,STATE,MEASLES,16,0.43
197529,WA,WASHINGTON,STATE,MEASLES,6,0.16
197530,WA,WASHINGTON,STATE,MEASLES,8,0.22
197531,WA,WASHINGTON,STATE,MEASLES,0,0
197532,WA,WASHINGTON,STATE,MEASLES,0,0
197533,WA,WASHINGTON,STATE,MEASLES,1,0.03
197534,WA,WASHINGTON,STATE,MEASLES,3,0.08
197535,WA,WASHINGTON,STATE,MEASLES,0,0
197536,WA,WASHINGTON,STATE,MEASLES,1,0.03
197537,WA,WASHINGTON,STATE,MEASLES,0,0
197538,WA,WASHINGTON,STATE,MEASLES,0,0
197539,WA,WASHINGTON,STATE,MEASLES,1,0.03
197540,WA,WASHINGTON,STATE,MEASLES,0,0
197541,WA,WASHINGTON,STATE,MEASLES,0,0
197542,WA,WASHINGTON,STATE,MEASLES,0,0
197543,WA,WASHINGTON,STATE,MEASLES,0,0
197544,WA,WASHINGTON,STATE,MEASLES,0,0
197545,WA,WASHINGTON,STATE,MEASLES,0,0
197546,WA,WASHINGTON,STATE,MEASLES,3,0.08
197547,WA,WASHINGTON,STATE,MEASLES,0,0
197548,WA,WASHINGTON,STATE,MEASLES,0,0
197549,WA,WASHINGTON,STATE,MEASLES,0,0
197550,WA,WASHINGTON,STATE,MEASLES,7,0.19
197551,WA,WASHINGTON,STATE,MEASLES,0,0
197552,WA,WASHINGTON,STATE,MEASLES,0,0
197603,WA,WASHINGTON,STATE,MEASLES,2,0.05
197604,WA,WASHINGTON,STATE,MEASLES,0,0
197605,WA,WASHINGTON,STATE,MEASLES,0,0
197606,WA,WASHINGTON,STATE,MEASLES,0,0
197607,WA,WASHINGTON,STATE,MEASLES,5,0.13
197608,WA,WASHINGTON,STATE,MEASLES,18,0.48
197609,WA,WASHINGTON,STATE,MEASLES,0,0
197610,WA,WASHINGTON,STATE,MEASLES,9,0.24
197611,WA,WASHINGTON,STATE,MEASLES,0,0
197612,WA,WASHINGTON,STATE,MEASLES,29,0.77
197613,WA,WASHINGTON,STATE,MEASLES,0,0
197614,WA,WASHINGTON,STATE,MEASLES,1,0.03
197615,WA,WASHINGTON,STATE,MEASLES,11,0.29
197616,WA,WASHINGTON,STATE,MEASLES,16,0.42
197617,WA,WASHINGTON,STATE,MEASLES,0,0
197618,WA,WASHINGTON,STATE,MEASLES,1,0.03
197619,WA,WASHINGTON,STATE,MEASLES,1,0.03
197620,WA,WASHINGTON,STATE,MEASLES,0,0
197621,WA,WASHINGTON,STATE,MEASLES,2,0.05
197622,WA,WASHINGTON,STATE,MEASLES,30,0.79
197623,WA,WASHINGTON,STATE,MEASLES,67,1.77
197624,WA,WASHINGTON,STATE,MEASLES,57,1.51
197625,WA,WASHINGTON,STATE,MEASLES,60,1.59
197626,WA,WASHINGTON,STATE,MEASLES,4,0.11
197629,WA,WASHINGTON,STATE,MEASLES,0,0
197627,WA,WASHINGTON,STATE,MEASLES,2,0.05
197628,WA,WASHINGTON,STATE,MEASLES,14,0.37
197630,WA,WASHINGTON,STATE,MEASLES,4,0.11
197631,WA,WASHINGTON,STATE,MEASLES,0,0
197632,WA,WASHINGTON,STATE,MEASLES,1,0.03
197633,WA,WASHINGTON,STATE,MEASLES,2,0.05
197634,WA,WASHINGTON,STATE,MEASLES,0,0
197635,WA,WASHINGTON,STATE,MEASLES,1,0.03
197636,WA,WASHINGTON,STATE,MEASLES,20,0.53
197637,WA,WASHINGTON,STATE,MEASLES,6,0.16
197638,WA,WASHINGTON,STATE,MEASLES,1,0.03
197639,WA,WASHINGTON,STATE,MEASLES,2,0.05
197640,WA,WASHINGTON,STATE,MEASLES,0,0
197641,WA,WASHINGTON,STATE,MEASLES,0,0
197642,WA,WASHINGTON,STATE,MEASLES,9,0.24
197643,WA,WASHINGTON,STATE,MEASLES,0,0
197644,WA,WASHINGTON,STATE,MEASLES,2,0.05
197645,WA,WASHINGTON,STATE,MEASLES,0,0
197646,WA,WASHINGTON,STATE,MEASLES,1,0.03
197647,WA,WASHINGTON,STATE,MEASLES,0,0
197648,WA,WASHINGTON,STATE,MEASLES,2,0.05
197649,WA,WASHINGTON,STATE,MEASLES,3,0.08
197650,WA,WASHINGTON,STATE,MEASLES,1,0.03
197651,WA,WASHINGTON,STATE,MEASLES,1,0.03
197652,WA,WASHINGTON,STATE,MEASLES,2,0.05
197703,WA,WASHINGTON,STATE,MEASLES,5,0.13
197704,WA,WASHINGTON,STATE,MEASLES,48,1.23
197705,WA,WASHINGTON,STATE,MEASLES,29,0.75
197706,WA,WASHINGTON,STATE,MEASLES,3,0.08
197707,WA,WASHINGTON,STATE,MEASLES,1,0.03
197708,WA,WASHINGTON,STATE,MEASLES,19,0.49
197711,WA,WASHINGTON,STATE,MEASLES,8,0.21
197712,WA,WASHINGTON,STATE,MEASLES,1,0.03
197713,WA,WASHINGTON,STATE,MEASLES,37,0.95
197714,WA,WASHINGTON,STATE,MEASLES,17,0.44
197715,WA,WASHINGTON,STATE,MEASLES,12,0.31
197716,WA,WASHINGTON,STATE,MEASLES,44,1.13
197717,WA,WASHINGTON,STATE,MEASLES,24,0.62
197718,WA,WASHINGTON,STATE,MEASLES,23,0.59
197719,WA,WASHINGTON,STATE,MEASLES,7,0.18
197720,WA,WASHINGTON,STATE,MEASLES,31,0.8
197721,WA,WASHINGTON,STATE,MEASLES,21,0.54
197722,WA,WASHINGTON,STATE,MEASLES,27,0.69
197723,WA,WASHINGTON,STATE,MEASLES,17,0.44
197724,WA,WASHINGTON,STATE,MEASLES,28,0.72
197725,WA,WASHINGTON,STATE,MEASLES,22,0.57
197726,WA,WASHINGTON,STATE,MEASLES,7,0.18
197727,WA,WASHINGTON,STATE,MEASLES,6,0.15
197728,WA,WASHINGTON,STATE,MEASLES,4,0.1
197729,WA,WASHINGTON,STATE,MEASLES,5,0.13
197730,WA,WASHINGTON,STATE,MEASLES,1,0.03
197731,WA,WASHINGTON,STATE,MEASLES,4,0.1
197732,WA,WASHINGTON,STATE,MEASLES,0,0
197733,WA,WASHINGTON,STATE,MEASLES,2,0.05
197734,WA,WASHINGTON,STATE,MEASLES,1,0.03
197735,WA,WASHINGTON,STATE,MEASLES,0,0
197736,WA,WASHINGTON,STATE,MEASLES,0,0
197737,WA,WASHINGTON,STATE,MEASLES,3,0.08
197738,WA,WASHINGTON,STATE,MEASLES,1,0.03
197739,WA,WASHINGTON,STATE,MEASLES,5,0.13
197740,WA,WASHINGTON,STATE,MEASLES,1,0.03
197741,WA,WASHINGTON,STATE,MEASLES,0,0
197742,WA,WASHINGTON,STATE,MEASLES,0,0
197743,WA,WASHINGTON,STATE,MEASLES,0,0
197744,WA,WASHINGTON,STATE,MEASLES,2,0.05
197745,WA,WASHINGTON,STATE,MEASLES,4,0.1
197746,WA,WASHINGTON,STATE,MEASLES,10,0.26
197747,WA,WASHINGTON,STATE,MEASLES,0,0
197748,WA,WASHINGTON,STATE,MEASLES,1,0.03
197749,WA,WASHINGTON,STATE,MEASLES,0,0
197750,WA,WASHINGTON,STATE,MEASLES,0,0
197751,WA,WASHINGTON,STATE,MEASLES,0,0
197801,WA,WASHINGTON,STATE,MEASLES,1,0.02
197803,WA,WASHINGTON,STATE,MEASLES,6,0.15
197804,WA,WASHINGTON,STATE,MEASLES,0,0
197805,WA,WASHINGTON,STATE,MEASLES,2,0.05
197806,WA,WASHINGTON,STATE,MEASLES,1,0.02
197807,WA,WASHINGTON,STATE,MEASLES,1,0.02
197808,WA,WASHINGTON,STATE,MEASLES,4,0.1
197809,WA,WASHINGTON,STATE,MEASLES,6,0.15
197810,WA,WASHINGTON,STATE,MEASLES,7,0.17
197811,WA,WASHINGTON,STATE,MEASLES,1,0.02
197812,WA,WASHINGTON,STATE,MEASLES,2,0.05
197813,WA,WASHINGTON,STATE,MEASLES,0,0
197814,WA,WASHINGTON,STATE,MEASLES,0,0
197815,WA,WASHINGTON,STATE,MEASLES,4,0.1
197816,WA,WASHINGTON,STATE,MEASLES,1,0.02
197817,WA,WASHINGTON,STATE,MEASLES,0,0
197818,WA,WASHINGTON,STATE,MEASLES,0,0
197819,WA,WASHINGTON,STATE,MEASLES,3,0.07
197820,WA,WASHINGTON,STATE,MEASLES,3,0.07
197821,WA,WASHINGTON,STATE,MEASLES,3,0.07
197822,WA,WASHINGTON,STATE,MEASLES,4,0.1
197823,WA,WASHINGTON,STATE,MEASLES,3,0.07
197824,WA,WASHINGTON,STATE,MEASLES,8,0.2
197825,WA,WASHINGTON,STATE,MEASLES,0,0
197826,WA,WASHINGTON,STATE,MEASLES,25,0.62
197827,WA,WASHINGTON,STATE,MEASLES,6,0.15
197828,WA,WASHINGTON,STATE,MEASLES,6,0.15
197829,WA,WASHINGTON,STATE,MEASLES,36,0.9
197830,WA,WASHINGTON,STATE,MEASLES,0,0
197831,WA,WASHINGTON,STATE,MEASLES,6,0.15
197832,WA,WASHINGTON,STATE,MEASLES,3,0.07
197833,WA,WASHINGTON,STATE,MEASLES,14,0.35
197834,WA,WASHINGTON,STATE,MEASLES,0,0
197837,WA,WASHINGTON,STATE,MEASLES,9,0.22
197838,WA,WASHINGTON,STATE,MEASLES,4,0.1
197839,WA,WASHINGTON,STATE,MEASLES,8,0.2
197840,WA,WASHINGTON,STATE,MEASLES,19,0.47
197841,WA,WASHINGTON,STATE,MEASLES,8,0.2
197842,WA,WASHINGTON,STATE,MEASLES,6,0.15
197843,WA,WASHINGTON,STATE,MEASLES,9,0.22
197844,WA,WASHINGTON,STATE,MEASLES,7,0.17
197845,WA,WASHINGTON,STATE,MEASLES,40,1
197846,WA,WASHINGTON,STATE,MEASLES,43,1.07
197847,WA,WASHINGTON,STATE,MEASLES,33,0.82
197848,WA,WASHINGTON,STATE,MEASLES,49,1.22
197849,WA,WASHINGTON,STATE,MEASLES,3,0.07
197850,WA,WASHINGTON,STATE,MEASLES,25,0.62
197851,WA,WASHINGTON,STATE,MEASLES,10,0.25
197852,WA,WASHINGTON,STATE,MEASLES,0,0
197901,WA,WASHINGTON,STATE,MEASLES,23,0.56
197902,WA,WASHINGTON,STATE,MEASLES,13,0.31
197903,WA,WASHINGTON,STATE,MEASLES,8,0.19
197904,WA,WASHINGTON,STATE,MEASLES,6,0.15
197905,WA,WASHINGTON,STATE,MEASLES,106,2.57
197906,WA,WASHINGTON,STATE,MEASLES,18,0.44
197907,WA,WASHINGTON,STATE,MEASLES,16,0.39
197908,WA,WASHINGTON,STATE,MEASLES,8,0.19
197909,WA,WASHINGTON,STATE,MEASLES,63,1.52
197910,WA,WASHINGTON,STATE,MEASLES,37,0.9
197911,WA,WASHINGTON,STATE,MEASLES,37,0.9
197912,WA,WASHINGTON,STATE,MEASLES,59,1.43
197913,WA,WASHINGTON,STATE,MEASLES,58,1.4
197914,WA,WASHINGTON,STATE,MEASLES,85,2.06
197915,WA,WASHINGTON,STATE,MEASLES,34,0.82
197916,WA,WASHINGTON,STATE,MEASLES,36,0.87
197917,WA,WASHINGTON,STATE,MEASLES,50,1.21
197918,WA,WASHINGTON,STATE,MEASLES,38,0.92
197919,WA,WASHINGTON,STATE,MEASLES,35,0.85
197920,WA,WASHINGTON,STATE,MEASLES,39,0.94
197921,WA,WASHINGTON,STATE,MEASLES,58,1.4
197922,WA,WASHINGTON,STATE,MEASLES,18,0.44
197923,WA,WASHINGTON,STATE,MEASLES,91,2.2
197924,WA,WASHINGTON,STATE,MEASLES,19,0.46
197925,WA,WASHINGTON,STATE,MEASLES,12,0.29
197926,WA,WASHINGTON,STATE,MEASLES,11,0.27
197927,WA,WASHINGTON,STATE,MEASLES,7,0.17
197928,WA,WASHINGTON,STATE,MEASLES,6,0.15
197929,WA,WASHINGTON,STATE,MEASLES,2,0.05
197930,WA,WASHINGTON,STATE,MEASLES,0,0
197931,WA,WASHINGTON,STATE,MEASLES,2,0.05
197932,WA,WASHINGTON,STATE,MEASLES,0,0
197933,WA,WASHINGTON,STATE,MEASLES,5,0.12
197934,WA,WASHINGTON,STATE,MEASLES,0,0
197935,WA,WASHINGTON,STATE,MEASLES,2,0.05
197936,WA,WASHINGTON,STATE,MEASLES,0,0
197937,WA,WASHINGTON,STATE,MEASLES,0,0
197938,WA,WASHINGTON,STATE,MEASLES,0,0
197939,WA,WASHINGTON,STATE,MEASLES,1,0.02
197940,WA,WASHINGTON,STATE,MEASLES,1,0.02
197941,WA,WASHINGTON,STATE,MEASLES,1,0.02
197942,WA,WASHINGTON,STATE,MEASLES,2,0.05
197943,WA,WASHINGTON,STATE,MEASLES,2,0.05
197944,WA,WASHINGTON,STATE,MEASLES,6,0.15
197945,WA,WASHINGTON,STATE,MEASLES,0,0
197947,WA,WASHINGTON,STATE,MEASLES,0,0
197948,WA,WASHINGTON,STATE,MEASLES,13,0.31
197949,WA,WASHINGTON,STATE,MEASLES,1,0.02
197950,WA,WASHINGTON,STATE,MEASLES,0,0
197952,WA,WASHINGTON,STATE,MEASLES,10,0.24
198002,WA,WASHINGTON,STATE,MEASLES,1,0.02
198003,WA,WASHINGTON,STATE,MEASLES,0,0
198004,WA,WASHINGTON,STATE,MEASLES,9,0.21
198005,WA,WASHINGTON,STATE,MEASLES,1,0.02
198006,WA,WASHINGTON,STATE,MEASLES,4,0.09
198007,WA,WASHINGTON,STATE,MEASLES,0,0
198008,WA,WASHINGTON,STATE,MEASLES,3,0.07
198009,WA,WASHINGTON,STATE,MEASLES,3,0.07
198010,WA,WASHINGTON,STATE,MEASLES,0,0
198011,WA,WASHINGTON,STATE,MEASLES,19,0.45
198012,WA,WASHINGTON,STATE,MEASLES,19,0.45
198013,WA,WASHINGTON,STATE,MEASLES,40,0.94
198014,WA,WASHINGTON,STATE,MEASLES,8,0.19
198015,WA,WASHINGTON,STATE,MEASLES,0,0
198016,WA,WASHINGTON,STATE,MEASLES,8,0.19
198017,WA,WASHINGTON,STATE,MEASLES,3,0.07
198018,WA,WASHINGTON,STATE,MEASLES,9,0.21
198019,WA,WASHINGTON,STATE,MEASLES,8,0.19
198020,WA,WASHINGTON,STATE,MEASLES,7,0.17
198021,WA,WASHINGTON,STATE,MEASLES,0,0
198022,WA,WASHINGTON,STATE,MEASLES,11,0.26
198023,WA,WASHINGTON,STATE,MEASLES,4,0.09
198024,WA,WASHINGTON,STATE,MEASLES,3,0.07
198025,WA,WASHINGTON,STATE,MEASLES,0,0
198026,WA,WASHINGTON,STATE,MEASLES,1,0.02
198027,WA,WASHINGTON,STATE,MEASLES,2,0.05
198028,WA,WASHINGTON,STATE,MEASLES,1,0.02
198029,WA,WASHINGTON,STATE,MEASLES,0,0
198030,WA,WASHINGTON,STATE,MEASLES,1,0.02
198031,WA,WASHINGTON,STATE,MEASLES,4,0.09
198032,WA,WASHINGTON,STATE,MEASLES,0,0
198033,WA,WASHINGTON,STATE,MEASLES,0,0
198034,WA,WASHINGTON,STATE,MEASLES,0,0
198035,WA,WASHINGTON,STATE,MEASLES,0,0
198036,WA,WASHINGTON,STATE,MEASLES,3,0.07
198037,WA,WASHINGTON,STATE,MEASLES,0,0
198038,WA,WASHINGTON,STATE,MEASLES,0,0
198039,WA,WASHINGTON,STATE,MEASLES,0,0
198040,WA,WASHINGTON,STATE,MEASLES,0,0
198041,WA,WASHINGTON,STATE,MEASLES,0,0
198042,WA,WASHINGTON,STATE,MEASLES,0,0
198043,WA,WASHINGTON,STATE,MEASLES,0,0
198044,WA,WASHINGTON,STATE,MEASLES,0,0
198045,WA,WASHINGTON,STATE,MEASLES,0,0
198046,WA,WASHINGTON,STATE,MEASLES,0,0
198047,WA,WASHINGTON,STATE,MEASLES,0,0
198048,WA,WASHINGTON,STATE,MEASLES,0,0
198049,WA,WASHINGTON,STATE,MEASLES,0,0
198050,WA,WASHINGTON,STATE,MEASLES,1,0.02
198051,WA,WASHINGTON,STATE,MEASLES,0,0
198115,WA,WASHINGTON,STATE,MEASLES,0,0
198116,WA,WASHINGTON,STATE,MEASLES,0,0
198117,WA,WASHINGTON,STATE,MEASLES,0,0
198118,WA,WASHINGTON,STATE,MEASLES,0,0
198119,WA,WASHINGTON,STATE,MEASLES,0,0
198120,WA,WASHINGTON,STATE,MEASLES,0,0
198121,WA,WASHINGTON,STATE,MEASLES,0,0
198122,WA,WASHINGTON,STATE,MEASLES,0,0
198123,WA,WASHINGTON,STATE,MEASLES,0,0
198124,WA,WASHINGTON,STATE,MEASLES,0,0
198127,WA,WASHINGTON,STATE,MEASLES,0,0
198128,WA,WASHINGTON,STATE,MEASLES,2,0.05
198129,WA,WASHINGTON,STATE,MEASLES,0,0
198130,WA,WASHINGTON,STATE,MEASLES,0,0
198131,WA,WASHINGTON,STATE,MEASLES,0,0
198132,WA,WASHINGTON,STATE,MEASLES,0,0
198133,WA,WASHINGTON,STATE,MEASLES,0,0
198134,WA,WASHINGTON,STATE,MEASLES,0,0
198135,WA,WASHINGTON,STATE,MEASLES,0,0
198136,WA,WASHINGTON,STATE,MEASLES,0,0
198137,WA,WASHINGTON,STATE,MEASLES,0,0
198140,WA,WASHINGTON,STATE,MEASLES,0,0
198141,WA,WASHINGTON,STATE,MEASLES,0,0
198142,WA,WASHINGTON,STATE,MEASLES,0,0
198143,WA,WASHINGTON,STATE,MEASLES,0,0
198144,WA,WASHINGTON,STATE,MEASLES,0,0
198145,WA,WASHINGTON,STATE,MEASLES,0,0
198146,WA,WASHINGTON,STATE,MEASLES,0,0
198147,WA,WASHINGTON,STATE,MEASLES,0,0
198148,WA,WASHINGTON,STATE,MEASLES,0,0
198149,WA,WASHINGTON,STATE,MEASLES,2,0.05
198205,WA,WASHINGTON,STATE,MEASLES,5,0.12
198206,WA,WASHINGTON,STATE,MEASLES,0,0
198207,WA,WASHINGTON,STATE,MEASLES,4,0.09
198210,WA,WASHINGTON,STATE,MEASLES,0,0
198211,WA,WASHINGTON,STATE,MEASLES,0,0
198212,WA,WASHINGTON,STATE,MEASLES,0,0
198213,WA,WASHINGTON,STATE,MEASLES,0,0
198214,WA,WASHINGTON,STATE,MEASLES,0,0
198215,WA,WASHINGTON,STATE,MEASLES,1,0.02
198216,WA,WASHINGTON,STATE,MEASLES,0,0
198217,WA,WASHINGTON,STATE,MEASLES,0,0
198218,WA,WASHINGTON,STATE,MEASLES,1,0.02
198219,WA,WASHINGTON,STATE,MEASLES,2,0.05
198220,WA,WASHINGTON,STATE,MEASLES,5,0.12
198221,WA,WASHINGTON,STATE,MEASLES,1,0.02
198222,WA,WASHINGTON,STATE,MEASLES,0,0
198223,WA,WASHINGTON,STATE,MEASLES,0,0
198224,WA,WASHINGTON,STATE,MEASLES,1,0.02
198225,WA,WASHINGTON,STATE,MEASLES,0,0
198226,WA,WASHINGTON,STATE,MEASLES,0,0
198227,WA,WASHINGTON,STATE,MEASLES,6,0.14
198228,WA,WASHINGTON,STATE,MEASLES,0,0
198229,WA,WASHINGTON,STATE,MEASLES,0,0
198230,WA,WASHINGTON,STATE,MEASLES,0,0
198231,WA,WASHINGTON,STATE,MEASLES,1,0.02
198232,WA,WASHINGTON,STATE,MEASLES,0,0
198233,WA,WASHINGTON,STATE,MEASLES,2,0.05
198234,WA,WASHINGTON,STATE,MEASLES,0,0
198235,WA,WASHINGTON,STATE,MEASLES,0,0
198236,WA,WASHINGTON,STATE,MEASLES,0,0
198237,WA,WASHINGTON,STATE,MEASLES,5,0.12
198238,WA,WASHINGTON,STATE,MEASLES,1,0.02
198239,WA,WASHINGTON,STATE,MEASLES,0,0
198240,WA,WASHINGTON,STATE,MEASLES,0,0
198241,WA,WASHINGTON,STATE,MEASLES,1,0.02
198242,WA,WASHINGTON,STATE,MEASLES,0,0
198243,WA,WASHINGTON,STATE,MEASLES,1,0.02
198244,WA,WASHINGTON,STATE,MEASLES,0,0
198245,WA,WASHINGTON,STATE,MEASLES,0,0
198246,WA,WASHINGTON,STATE,MEASLES,0,0
198247,WA,WASHINGTON,STATE,MEASLES,0,0
198248,WA,WASHINGTON,STATE,MEASLES,0,0
198249,WA,WASHINGTON,STATE,MEASLES,0,0
198250,WA,WASHINGTON,STATE,MEASLES,0,0
198251,WA,WASHINGTON,STATE,MEASLES,0,0
198252,WA,WASHINGTON,STATE,MEASLES,0,0
198308,WA,WASHINGTON,STATE,MEASLES,1,0.02
198309,WA,WASHINGTON,STATE,MEASLES,0,0
198310,WA,WASHINGTON,STATE,MEASLES,0,0
198311,WA,WASHINGTON,STATE,MEASLES,0,0
198312,WA,WASHINGTON,STATE,MEASLES,0,0
198313,WA,WASHINGTON,STATE,MEASLES,0,0
198314,WA,WASHINGTON,STATE,MEASLES,0,0
198315,WA,WASHINGTON,STATE,MEASLES,0,0
198316,WA,WASHINGTON,STATE,MEASLES,1,0.02
198318,WA,WASHINGTON,STATE,MEASLES,0,0
198319,WA,WASHINGTON,STATE,MEASLES,1,0.02
198320,WA,WASHINGTON,STATE,MEASLES,1,0.02
198321,WA,WASHINGTON,STATE,MEASLES,0,0
198322,WA,WASHINGTON,STATE,MEASLES,0,0
198323,WA,WASHINGTON,STATE,MEASLES,0,0
198324,WA,WASHINGTON,STATE,MEASLES,0,0
198325,WA,WASHINGTON,STATE,MEASLES,0,0
198326,WA,WASHINGTON,STATE,MEASLES,0,0
198327,WA,WASHINGTON,STATE,MEASLES,0,0
198328,WA,WASHINGTON,STATE,MEASLES,0,0
198329,WA,WASHINGTON,STATE,MEASLES,0,0
198330,WA,WASHINGTON,STATE,MEASLES,0,0
198331,WA,WASHINGTON,STATE,MEASLES,0,0
198332,WA,WASHINGTON,STATE,MEASLES,1,0.02
198333,WA,WASHINGTON,STATE,MEASLES,0,0
198334,WA,WASHINGTON,STATE,MEASLES,0,0
198335,WA,WASHINGTON,STATE,MEASLES,0,0
198336,WA,WASHINGTON,STATE,MEASLES,0,0
198337,WA,WASHINGTON,STATE,MEASLES,0,0
198338,WA,WASHINGTON,STATE,MEASLES,0,0
198339,WA,WASHINGTON,STATE,MEASLES,0,0
198340,WA,WASHINGTON,STATE,MEASLES,0,0
198341,WA,WASHINGTON,STATE,MEASLES,0,0
198342,WA,WASHINGTON,STATE,MEASLES,13,0.3
198343,WA,WASHINGTON,STATE,MEASLES,3,0.07
198344,WA,WASHINGTON,STATE,MEASLES,0,0
198345,WA,WASHINGTON,STATE,MEASLES,0,0
198346,WA,WASHINGTON,STATE,MEASLES,7,0.16
198349,WA,WASHINGTON,STATE,MEASLES,2,0.05
198350,WA,WASHINGTON,STATE,MEASLES,1,0.02
198351,WA,WASHINGTON,STATE,MEASLES,0,0
198352,WA,WASHINGTON,STATE,MEASLES,0,0
198405,WA,WASHINGTON,STATE,MEASLES,2,0.05
198406,WA,WASHINGTON,STATE,MEASLES,0,0
198407,WA,WASHINGTON,STATE,MEASLES,3,0.07
198408,WA,WASHINGTON,STATE,MEASLES,0,0
198409,WA,WASHINGTON,STATE,MEASLES,0,0
198410,WA,WASHINGTON,STATE,MEASLES,8,0.18
198411,WA,WASHINGTON,STATE,MEASLES,0,0
198412,WA,WASHINGTON,STATE,MEASLES,0,0
198413,WA,WASHINGTON,STATE,MEASLES,15,0.34
198414,WA,WASHINGTON,STATE,MEASLES,11,0.25
198415,WA,WASHINGTON,STATE,MEASLES,0,0
198416,WA,WASHINGTON,STATE,MEASLES,0,0
198417,WA,WASHINGTON,STATE,MEASLES,25,0.57
198418,WA,WASHINGTON,STATE,MEASLES,16,0.36
198419,WA,WASHINGTON,STATE,MEASLES,0,0
198420,WA,WASHINGTON,STATE,MEASLES,0,0
198421,WA,WASHINGTON,STATE,MEASLES,0,0
198422,WA,WASHINGTON,STATE,MEASLES,0,0
198423,WA,WASHINGTON,STATE,MEASLES,9,0.2
198424,WA,WASHINGTON,STATE,MEASLES,0,0
198425,WA,WASHINGTON,STATE,MEASLES,0,0
198426,WA,WASHINGTON,STATE,MEASLES,18,0.41
198427,WA,WASHINGTON,STATE,MEASLES,0,0
198428,WA,WASHINGTON,STATE,MEASLES,0,0
198429,WA,WASHINGTON,STATE,MEASLES,16,0.36
198430,WA,WASHINGTON,STATE,MEASLES,0,0
198431,WA,WASHINGTON,STATE,MEASLES,0,0
198432,WA,WASHINGTON,STATE,MEASLES,0,0
198433,WA,WASHINGTON,STATE,MEASLES,10,0.23
198434,WA,WASHINGTON,STATE,MEASLES,5,0.11
198435,WA,WASHINGTON,STATE,MEASLES,0,0
198436,WA,WASHINGTON,STATE,MEASLES,0,0
198437,WA,WASHINGTON,STATE,MEASLES,0,0
198438,WA,WASHINGTON,STATE,MEASLES,0,0
198439,WA,WASHINGTON,STATE,MEASLES,1,0.02
198440,WA,WASHINGTON,STATE,MEASLES,0,0
198441,WA,WASHINGTON,STATE,MEASLES,0,0
198442,WA,WASHINGTON,STATE,MEASLES,0,0
198443,WA,WASHINGTON,STATE,MEASLES,14,0.32
198444,WA,WASHINGTON,STATE,MEASLES,0,0
198445,WA,WASHINGTON,STATE,MEASLES,0,0
198446,WA,WASHINGTON,STATE,MEASLES,0,0
198447,WA,WASHINGTON,STATE,MEASLES,0,0
198448,WA,WASHINGTON,STATE,MEASLES,0,0
198449,WA,WASHINGTON,STATE,MEASLES,6,0.14
198450,WA,WASHINGTON,STATE,MEASLES,13,0.3
198451,WA,WASHINGTON,STATE,MEASLES,0,0
198452,WA,WASHINGTON,STATE,MEASLES,0,0
198513,WA,WASHINGTON,STATE,MEASLES,0,0
198514,WA,WASHINGTON,STATE,MEASLES,0,0
198515,WA,WASHINGTON,STATE,MEASLES,0,0
198516,WA,WASHINGTON,STATE,MEASLES,0,0
198517,WA,WASHINGTON,STATE,MEASLES,0,0
